key,en,gr,es
str_217,ATTITUDES & VALUES,ΣΤΑΣΕΙΣ & ΑΞΙΕΣ,ACTITUDES y VALORES
str_218,"As a young leader involved in a SIP, it is essential to identify the needs of your target group and the areas to improve in your community, in order to plan effective actions.","Ως νέος ηγέτης που συμμετέχει σε ένα SIP, είναι απαραίτητο να εντοπίσετε τις ανάγκες της ομάδας-στόχου σας και τους τομείς που χρήζουν βελτίωσης στην κοινότητά σας, προκειμένου να σχεδιάσετε αποτελεσματικές δράσεις.","Como joven líder involucrado en un SIP, es esencial identificar las necesidades de tu grupo objetivo y las áreas que debes mejorar en tu comunidad para planificar acciones efectivas."
str_219,ASSESS NEEDS,ΑΞΙΟΛΟΓΗΣΗ ΑΝΑΓΚΩΝ,EVALUAR NECESIDADES
str_220,STRENGTHS ↑,ΔΥΝΑΤΑ ΣΗΜΕΙΑ ↑,FORTALEZAS ↑
str_221,Every social action requires effective communication between various groups of people. Communication with reference people in the community is vital to the success of your actions and to understanding your target group's needs.,Κάθε κοινωνική δράση απαιτεί αποτελεσματική επικοινωνία μεταξύ διαφόρων ομάδων ανθρώπων. Η επικοινωνία με άτομα αναφοράς στην κοινότητα είναι ζωτικής σημασίας για την επιτυχία των δράσεών σας και για την κατανόηση των αναγκών της ομάδας-στόχου σας.,Toda acción social requiere una comunicación efectiva entre distintos grupos de personas. La comunicación con las personas de referencia de la comunidad es vital para el éxito de tus acciones y para comprender las necesidades de tu grupo objetivo.
str_222,BUILD RELATIONS,ΧΤΙΣΤΕ ΣΧΕΣΕΙΣ,CONSTRUIR RELACIONES
str_223,KEY PEOPLE,ΑΝΘΡΩΠΟΙ - ΚΛΕΙΔΙΑ,PERSONAS CLAVE
str_224,"The collection and analysis of information allows you to identify relevant themes and problems, understand who is at risk, why, and what can be done about it.","Η συλλογή και η ανάλυση πληροφοριών σάς επιτρέπει να εντοπίσετε σχετικά θέματα και προβλήματα, να κατανοήσετε ποιος διατρέχει κίνδυνο, γιατί και τι μπορεί να γίνει γι' αυτό.","La recopilación y análisis de información te permite identificar temas y problemas relevantes, entender quién está en riesgo, por qué y qué se puede hacer al respecto."
str_225,COLLECT DATA,ΣΥΛΛΟΓΗ ΔΕΔΟΜΕΝΩΝ,RECOPILAR DATOS
str_226,OBSERVATIONS ↑,ΠΑΡΑΤΗΡΗΣΕΙΣ ↑,OBSERVACIONES ↑
str_227,Brainstorm ideas and solutions according to the needs you have found. Establish realistic SMART objectives and prepare an effective action plan with your team. Involve your community — and don't forget the resources available to you!,Σκεφτείτε ιδέες και λύσεις ανάλογα με τις ανάγκες που έχετε εντοπίσει. Καθορίστε ρεαλιστικούς στόχους SMART και προετοιμάστε ένα αποτελεσματικό σχέδιο δράσης με την ομάδα σας. Συμπεριλάβετε την κοινότητά σας — και μην ξεχνάτε τους πόρους που έχετε στη διάθεσή σας!,Haz una lluvia de ideas y soluciones según las necesidades que hayas encontrado. Establece objetivos SMART realistas y prepara un plan de acción eficaz con tu equipo. Involucra a tu comunidad — ¡y no olvides los recursos que tienes a tu disposición!
str_228,IDENTIFY A SOLUTION,ΕΝΤΟΠΙΣΤΕ ΜΙΑ ΛΥΣΗ,IDENTIFICAR UNA SOLUCIÓN
str_229,OBJECTIVES,ΣΤΟΧΟΙ,OBJETIVOS
str_230,CHALLENGES,ΠΡΟΚΛΗΣΕΙΣ,RETOS
str_231,OPPORTUNITIES,ΕΥΚΑΙΡΙΕΣ,OPORTUNIDADES
str_232,Hover diamonds for description · Click sub-nodes for guiding questions,Τοποθετήστε το δείκτη του ποντικιού στα διαμάντια για περιγραφή · Κάντε κλικ στους δευτερεύοντες κόμβους για ερωτήσεις καθοδήγησης,Diamantes flotantes para descripción · Haz clic en subnodos para preguntas orientadoras
str_233,to explore the key questions,να διερευνήσουμε τα βασικά ερωτήματα,para explorar las preguntas clave
str_234,Click any dimension,Κάντε κλικ σε οποιαδήποτε διάσταση,Haz clic en cualquier dimensión
str_235,"Observe and understand your community's structure — it is an important source of social relations and information: beliefs, attitudes, values and common objectives. Ask: who are you trying to help? What do they have in common? Where do they live and meet?","Παρατηρήστε και κατανοήστε τη δομή της κοινότητάς σας — είναι μια σημαντική πηγή κοινωνικών σχέσεων και πληροφοριών: πεποιθήσεις, στάσεις, αξίες και κοινοί στόχοι. Ρωτήστε: ποιον προσπαθείτε να βοηθήσετε; Τι κοινό έχουν; Πού ζουν και συναντιούνται;","Observa y comprende la estructura de tu comunidad: es una fuente importante de relaciones sociales e información: creencias, actitudes, valores y objetivos comunes. Pregunta: ¿a quién intentas ayudar? ¿Qué tienen en común? ¿Dónde viven y se reúnen?"
str_236,Define your community:,Ορίστε την κοινότητά σας:,Define tu comunidad:
str_237,"As a young leader involved in a SIP, it is essential to identify the needs of your target group and the areas to improve in your community, so you can plan effective actions. What does the community lack? What can be improved?","Ως νέος ηγέτης που συμμετέχει σε ένα SIP, είναι απαραίτητο να εντοπίσετε τις ανάγκες της ομάδας-στόχου σας και τους τομείς που χρήζουν βελτίωσης στην κοινότητά σας, ώστε να μπορείτε να σχεδιάσετε αποτελεσματικές δράσεις. Τι λείπει από την κοινότητα; Τι μπορεί να βελτιωθεί;","Como joven líder involucrado en un SIP, es esencial identificar las necesidades de tu grupo objetivo y las áreas que debes mejorar en tu comunidad, para poder planificar acciones efectivas. ¿Qué le falta a la comunidad? ¿Qué se puede mejorar?"
str_238,Assess needs:,Αξιολόγηση αναγκών:,Evaluar necesidades:
str_239,"The collection and analysis of information allows you to identify relevant themes and problems, understand who is at risk, why, and what can be done. Combine qualitative data (stories, quotes) with quantitative data (numbers, statistics). Always respect privacy and get consent.","Η συλλογή και ανάλυση πληροφοριών σάς επιτρέπει να εντοπίσετε σχετικά θέματα και προβλήματα, να κατανοήσετε ποιος διατρέχει κίνδυνο, γιατί και τι μπορεί να γίνει. Συνδυάστε ποιοτικά δεδομένα (ιστορίες, αποσπάσματα) με ποσοτικά δεδομένα (αριθμούς, στατιστικά στοιχεία). Να σέβεστε πάντα το απόρρητο και να λαμβάνετε συγκατάθεσή.","La recopilación y análisis de información te permite identificar temas y problemas relevantes, entender quién está en riesgo, por qué y qué se puede hacer. Combina datos cualitativos (historias, citas) con datos cuantitativos (números, estadísticas). Siempre respeta la privacidad y obtén tu consentimiento."
str_240,Collect data:,Συλλογή δεδομένων:,Recopila datos:
str_241,Every social action requires effective communication between various groups of people. Communication with reference people in the community is vital to the success of your actions and to understanding your target group's needs. Invest time in building authentic relationships before you launch.,Κάθε κοινωνική δράση απαιτεί αποτελεσματική επικοινωνία μεταξύ διαφόρων ομάδων ανθρώπων. Η επικοινωνία με άτομα αναφοράς στην κοινότητα είναι ζωτικής σημασίας για την επιτυχία των ενεργειών σας και για την κατανόηση των αναγκών της ομάδας-στόχου σας. Επενδύστε χρόνο στη δημιουργία αυθεντικών σχέσεων πριν ξεκινήσετε.,Toda acción social requiere una comunicación efectiva entre distintos grupos de personas. La comunicación con las personas de referencia de la comunidad es vital para el éxito de tus acciones y para comprender las necesidades de tu grupo objetivo. Invierte tiempo en construir relaciones auténticas antes de lanzarte.
str_242,Build relations:,Χτίστε σχέσεις:,Construir relaciones:
str_243,Brainstorm ideas and solutions according to the needs you have found. Establish realistic SMART objectives and prepare an effective action plan with your team. Involve the community — and don't forget to make use of available resources.,Σκεφτείτε ιδέες και λύσεις ανάλογα με τις ανάγκες που έχετε εντοπίσει. Καθορίστε ρεαλιστικούς στόχους SMART και προετοιμάστε ένα αποτελεσματικό σχέδιο δράσης με την ομάδα σας. Συμπεριλάβετε την κοινότητα — και μην ξεχνάτε να αξιοποιείτε τους διαθέσιμους πόρους.,Haz una lluvia de ideas y soluciones según las necesidades que hayas encontrado. Establece objetivos SMART realistas y prepara un plan de acción eficaz con tu equipo. Involucra a la comunidad — y no olvides aprovechar los recursos disponibles.
str_244,Identify a solution:,Προσδιορίστε μια λύση:,Identifica una solución:
str_245,• Where does your target group live and meet?,• Πού ζει και συναντάται η ομάδα-στόχος σας;,• ¿Dónde vive y se reúne su grupo objetivo?
str_246,• Are there public spaces in your neighbourhood?,• Υπάρχουν δημόσιοι χώροι στη γειτονιά σας;,• ¿Hay espacios públicos en tu barrio?
str_247,• What infrastructure could you use for the implementation of your SIP?,• Ποια υποδομή θα μπορούσατε να χρησιμοποιήσετε για την υλοποίηση του SIP σας;,• ¿Qué infraestructura podrías utilizar para la implementación de tu SIP?
str_248,Territory — Guiding questions:,Επικράτεια — Κατευθυντήριες ερωτήσεις:,Territorio — Preguntas orientadoras:
str_249,• Who do you want to help?,• Ποιον θέλετε να βοηθήσετε;,• ¿A quién quieres ayudar?
str_250,• What cultures exist in your community?,• Ποιες κουλτούρες υπάρχουν στην κοινότητά σας;,• ¿Qué culturas existen en vuestra comunidad?
str_251,• What are the dominant values?,• Ποιες είναι οι κυρίαρχες αξίες;,• ¿Cuáles son los valores dominantes?
str_252,"• What is the age, gender, cultural background, etc. of the population you want to work with?","• Ποια είναι η ηλικία, το φύλο, το πολιτισμικό υπόβαθρο κ.λπ. του πληθυσμού με τον οποίο θέλετε να εργαστείτε;","• ¿Cuál es la edad, género, trasfondo cultural, etc. de la población con la que quieres trabajar?"
str_253,Population — Guiding questions:,Πληθυσμός — Κατευθυντήριες ερωτήσεις:,Población — Preguntas orientativas:
str_254,• What motivates your community?,• Τι παρακινεί την κοινότητά σας;,• ¿Qué motiva a vuestra comunidad?
str_255,• How does your community react to and overcome more difficult issues?,• Πώς αντιδρά η κοινότητά σας και πώς ξεπερνά τα πιο δύσκολα ζητήματα;,• ¿Cómo reacciona su comunidad a los problemas más difíciles y cómo supera?
str_256,Attitudes & Values — Guiding questions:,Στάσεις & Αξίες — Κατευθυντήριες ερωτήσεις:,Actitudes y valores — Preguntas orientadoras:
str_257,• What opportunities do you identify in your community based on the data you have collected?,• Ποιες ευκαιρίες εντοπίζετε στην κοινότητά σας με βάση τα δεδομένα που έχετε συλλέξει;,• ¿Qué oportunidades identifica en su comunidad basándose en los datos que ha recopilado?
str_258,• How does the community benefit from your SIP?,• Πώς ωφελείται η κοινότητα από το SIP σας;,• ¿Cómo se beneficia la comunidad de tu SIP?
str_259,• What resources do you need to achieve your objectives? What is available and accessible?,• Ποιους πόρους χρειάζεστε για να επιτύχετε τους στόχους σας; Τι είναι διαθέσιμο και προσβάσιμο;,• ¿Qué recursos necesitas para alcanzar tus objetivos? ¿Qué está disponible y accesible?
str_260,Opportunities — Guiding questions:,Ευκαιρίες — Κατευθυντήριες ερωτήσεις:,Oportunidades — Preguntas orientadoras:
str_261,• Who are the reference people in your community?,• Ποιοι είναι οι άνθρωποι αναφοράς στην κοινότητά σας;,• ¿Quiénes son las personas de referencia en tu comunidad?
str_262,• Who can you connect with?,• Με ποιον μπορείτε να συνδεθείτε;,• ¿Con quién puedes ponerte en contacto?
str_263,• Who can support you in implementing your SIP?,• Ποιος μπορεί να σας υποστηρίξει στην εφαρμογή του SIP σας;,• ¿Quién puede apoyarte en la implementación de tu SIP?
str_264,Key People — Guiding questions:,Βασικά Πρόσωπα — Κατευθυντήριες Ερωτήσεις:,Personas clave — Preguntas orientadoras:
str_265,• What challenges might you encounter?,• Ποιες προκλήσεις ενδέχεται να αντιμετωπίσετε;,• ¿Qué desafíos podrías encontrar?
str_266,• What risks exist?,• Ποιοι κίνδυνοι υπάρχουν;,• ¿Qué riesgos existen?
str_267,• How would you overcome them?,• Πώς θα τα ξεπερνούσατε;,• ¿Cómo los superarías?
str_268,• Who would you contact to seek support?,• Με ποιον θα επικοινωνούσατε για να ζητήσετε υποστήριξη;,• ¿A quién contactarías para buscar apoyo?
str_269,Challenges — Guiding questions:,Προκλήσεις — Κατευθυντήριες ερωτήσεις:,Retos — Preguntas orientadoras:
str_270,What do you want to achieve with your SIP? Define your,Τι θέλετε να πετύχετε με το SIP σας; Ορίστε το,¿Qué quieres lograr con tu SIP? Define tu
str_271,"— for them to be useful, they need to be:","— για να είναι χρήσιμα, πρέπει να είναι:","— para que sean útiles, deben ser:"
str_272,the objectives are clear,οι στόχοι είναι σαφείς,Los objetivos son claros
str_273,you can evaluate and measure the success and completion of objectives,μπορείτε να αξιολογήσετε και να μετρήσετε την επιτυχία και την ολοκλήρωση των στόχων,Puedes evaluar y medir el éxito y la finalización de los objetivos
str_274,the objectives are realistic,οι στόχοι είναι ρεαλιστικοί,Los objetivos son realistas
str_275,the objectives respond to identified needs,οι στόχοι ανταποκρίνονται στις προσδιορισμένες ανάγκες,Los objetivos responden a las necesidades identificadas
str_276,set deadlines indicating when objectives will be completed,ορίστε προθεσμίες που υποδεικνύουν πότε θα ολοκληρωθούν οι στόχοι,establecer plazos que indican cuándo se completarán los objetivos
str_277,Objectives — Guiding questions:,Στόχοι — Κατευθυντήριες ερωτήσεις:,Objetivos — Preguntas orientadoras:
str_278,SMART objectives,Στόχοι SMART,Objetivos SMART
str_279,Specific:,Ειδικός:,Específico:
str_280,Measurable:,Μετρητός:,Medible:
str_281,Achievable:,Κατορθωτός:,Posible:
str_282,Relevant:,Σχετικός:,Relevante:
str_283,Time-bound:,Χρονικά περιορισμένο:,Límite temporal:
str_284,The Importance of Scale,Η Σημασία της Κλίμακας,La importancia de la escala
str_285,"Global issues always have local manifestations. For a young leader, working at community level on big topics means asking the right questions at each scale.","Τα παγκόσμια ζητήματα έχουν πάντα τοπικές εκδηλώσεις. Για έναν νέο ηγέτη, η εργασία σε κοινοτικό επίπεδο πάνω σε μεγάλα θέματα σημαίνει να θέτει τα σωστά ερωτήματα σε κάθε κλίμακα.","Los problemas globales siempre tienen manifestaciones locales. Para un joven líder, trabajar a nivel comunitario en grandes temas significa hacer las preguntas adecuadas en cada escala."
str_286,to see the guiding questions for that scale.,για να δείτε τις καθοδηγητικές ερωτήσεις για αυτήν την κλίμακα.,para ver las preguntas guía para esa escala.
str_287,Click each level,Κάντε κλικ σε κάθε επίπεδο,Haz clic en cada nivel
str_288,🌍 Example topic:,🌍 Παράδειγμα θέματος:,🌍 Tema de ejemplo:
str_289,Climate Change,Κλιματική Αλλαγή,Cambio climático
str_290,Climate change is one of the biggest challenges humanity faces today. It affects all countries and can have devastating effects on communities and people.,Η κλιματική αλλαγή είναι μια από τις μεγαλύτερες προκλήσεις που αντιμετωπίζει η ανθρωπότητα σήμερα. Επηρεάζει όλες τις χώρες και μπορεί να έχει καταστροφικές επιπτώσεις στις κοινότητες και τους ανθρώπους.,El cambio climático es uno de los mayores desafíos a los que se enfrenta la humanidad hoy en día. Afecta a todos los países y puede tener efectos devastadores en comunidades y personas.
str_291,Climate change is one of the biggest challenges humanity faces today. It affects all countries and can have devastating effects on communities and people. Let's try to reduce it — connecting the local scale with the global.,Η κλιματική αλλαγή είναι μια από τις μεγαλύτερες προκλήσεις που αντιμετωπίζει η ανθρωπότητα σήμερα. Επηρεάζει όλες τις χώρες και μπορεί να έχει καταστροφικές επιπτώσεις στις κοινότητες και τους ανθρώπους. Ας προσπαθήσουμε να τη μειώσουμε — συνδέοντας την τοπική κλίμακα με την παγκόσμια.,El cambio climático es uno de los mayores desafíos a los que se enfrenta la humanidad hoy en día. Afecta a todos los países y puede tener efectos devastadores en comunidades y personas. Intentemos reducirlo — conectando la escala local con lo global.
str_292,🌍 Global,🌍 Παγκόσμια,🌍 Global
str_293,How climate change is transforming the world,Πώς η κλιματική αλλαγή μεταμορφώνει τον κόσμο,Cómo el cambio climático está transformando el mundo
str_294,• How is climate change transforming the natural world?,• Πώς μεταμορφώνει η κλιματική αλλαγή τον φυσικό κόσμο;,• ¿Cómo está transformando el cambio climático el mundo natural?
str_295,"• Do you notice differences in biodiversity, the marine environment, sea levels, etc.?","• Παρατηρείτε διαφορές στη βιοποικιλότητα, το θαλάσσιο περιβάλλον, τη στάθμη της θάλασσας κ.λπ.;","• ¿Notas diferencias en la biodiversidad, el medio marino, el nivel del mar, etc.?"
str_296,• Are there social problems related to climate change?,• Υπάρχουν κοινωνικά προβλήματα που σχετίζονται με την κλιματική αλλαγή;,• ¿Existen problemas sociales relacionados con el cambio climático?
str_297,🗺️ Regional,🗺️ Περιφερειακό,🗺️ Regional
str_298,How different regions are affected,Πώς επηρεάζονται διαφορετικές περιοχές,Cómo se ven afectadas las diferentes regiones
str_299,• How are different regions affected by climate change?,• Πώς επηρεάζονται οι διαφορετικές περιοχές από την κλιματική αλλαγή;,• ¿Cómo se ven afectadas las diferentes regiones por el cambio climático?
str_300,• Do you think climate change will increase global inequalities?,• Πιστεύετε ότι η κλιματική αλλαγή θα αυξήσει τις παγκόσμιες ανισότητες;,• ¿Cree que el cambio climático aumentará las desigualdades globales?
str_301,• Do you think government actions are adequate to counter the climate crisis?,• Πιστεύετε ότι οι κυβερνητικές ενέργειες είναι επαρκείς για την αντιμετώπιση της κλιματικής κρίσης;,• ¿Cree que las acciones gubernamentales son suficientes para contrarrestar la crisis climática?
str_302,🏘️ Community,🏘️ Κοινότητα,🏘️ Comunidad
str_303,Changes in your local reality,Αλλαγές στην τοπική σας πραγματικότητα,Cambios en tu realidad local
str_304,• Has something changed in your local reality?,• Έχει αλλάξει κάτι στην τοπική σας πραγματικότητα;,• ¿Ha cambiado algo en tu realidad local?
str_305,• Do you notice any differences compared to the past?,• Παρατηρείτε κάποιες διαφορές σε σχέση με το παρελθόν;,• ¿Notas alguna diferencia respecto al pasado?
str_306,Reflect with your colleagues and community about the daily impact of climate change in your life.,Σκεφτείτε με τους συναδέλφους σας και την κοινότητά σας τον καθημερινό αντίκτυπο της κλιματικής αλλαγής στη ζωή σας.,Reflexiona con tus compañeros y la comunidad sobre el impacto diario del cambio climático en tu vida.
str_307,🧍 Individual,🧍 Ατομικό,🧍 Individual
str_308,The impact of your own daily actions,Ο αντίκτυπος των καθημερινών σας ενεργειών,El impacto de tus propias acciones diarias
str_309,• What is the impact of your daily actions?,• Ποιος είναι ο αντίκτυπος των καθημερινών σας ενεργειών;,• ¿Cuál es el impacto de tus acciones diarias?
str_310,• Where can you find reliable information on green actions?,• Πού μπορείτε να βρείτε αξιόπιστες πληροφορίες σχετικά με τις πράσινες δράσεις;,• ¿Dónde puedes encontrar información fiable sobre acciones ecológicas?
str_311,• Are there habits you can change to respect and preserve the environment?,• Υπάρχουν συνήθειες που μπορείτε να αλλάξετε για να σέβεστε και να διαφυλάσσετε το περιβάλλον;,• ¿Hay hábitos que puedas cambiar para respetar y preservar el medio ambiente?
str_312,Think of practical things you can do in your daily activities to counter the problem.,Σκεφτείτε πρακτικά πράγματα που μπορείτε να κάνετε στις καθημερινές σας δραστηριότητες για να αντιμετωπίσετε το πρόβλημα.,Piensa en cosas prácticas que puedas hacer en tus actividades diarias para contrarrestar el problema.
str_313,🧠 Example topic:,🧠 Παράδειγμα θέματος:,🧠 Tema de ejemplo:
str_314,Mental Health,Ψυχική Υγεία,Salud mental
str_315,Millions of people worldwide have mental health problems — the UN estimates one in four people will experience mental health issues during their lifetime.,SIPτομμύρια άνθρωποι παγκοσμίως αντιμετωπίζουν προβλήματα ψυχικής υγείας — ο ΟΗΕ εκτιμά ότι ένας στους τέσσερις ανθρώπους θα αντιμετωπίσει προβλήματα ψυχικής υγείας κατά τη διάρκεια της ζωής του.,Millones de personas en todo el mundo tienen problemas de salud mental — la ONU estima que una de cada cuatro personas experimentará problemas de salud mental a lo largo de su vida.
str_316,Millions of people worldwide have mental health problems — the United Nations estimates that one in four people will experience mental health issues during their lifetime. Unresolved mental health problems can have a negative influence at different levels. Let's try to reflect on this.,SIPτομμύρια άνθρωποι παγκοσμίως αντιμετωπίζουν προβλήματα ψυχικής υγείας — τα Ηνωμένα Έθνη εκτιμούν ότι ένας στους τέσσερις ανθρώπους θα αντιμετωπίσει προβλήματα ψυχικής υγείας κατά τη διάρκεια της ζωής του. Τα ανεπίλυτα προβλήματα ψυχικής υγείας μπορούν να έχουν αρνητική επίδραση σε διαφορετικά επίπεδα. Ας προσπαθήσουμε να το σκεφτούμε αυτό.,Millones de personas en todo el mundo tienen problemas de salud mental — las Naciones Unidas estiman que una de cada cuatro personas experimentará problemas de salud mental a lo largo de su vida. Los problemas de salud mental no resueltos pueden tener una influencia negativa en distintos niveles. Intentemos reflexionar sobre esto.
str_317,"Social, political and economic factors","Κοινωνικοί, πολιτικοί και οικονομικοί παράγοντες","Factores sociales, políticos y económicos"
str_318,• Do you think there are factors that can increase mental health problems?,• Πιστεύετε ότι υπάρχουν παράγοντες που μπορούν να αυξήσουν τα προβλήματα ψυχικής υγείας;,• ¿Crees que hay factores que pueden aumentar los problemas de salud mental?
str_319,"• From your perspective, how do social, political and economic aspects affect mental health?","• Από την δική σας οπτική γωνία, πώς επηρεάζουν οι κοινωνικές, πολιτικές και οικονομικές πτυχές την ψυχική υγεία;","• Desde tu perspectiva, ¿cómo afectan los aspectos sociales, políticos y económicos a la salud mental?"
str_320,• What decisions should governments adopt to address this issue?,• Ποιες αποφάσεις θα πρέπει να λάβουν οι κυβερνήσεις για την αντιμετώπιση αυτού του ζητήματος;,• ¿Qué decisiones deberían adoptar los gobiernos para abordar este problema?
str_321,Unequal exposure across populations and regions,Άνιση έκθεση μεταξύ πληθυσμών και περιοχών,Exposición desigual entre poblaciones y regiones
str_322,"• Do you think some populations are more exposed to mental health crises than others? If so, why?","• Πιστεύετε ότι ορισμένοι πληθυσμοί είναι περισσότερο εκτεθειμένοι σε κρίσεις ψυχικής υγείας από άλλους; Εάν ναι, γιατί;","• ¿Cree que algunas poblaciones están más expuestas a crisis de salud mental que otras? Si es así, ¿por qué?"
str_323,• How do inequalities between regions affect mental health and its treatment?,• Πώς επηρεάζουν οι ανισότητες μεταξύ των περιφερειών την ψυχική υγεία και την αντιμετώπισή της;,• ¿Cómo afectan las desigualdades entre regiones a la salud mental y a su tratamiento?
str_324,"Taboos, stigmas and access in your community","Ταμπού, στίγματα και πρόσβαση στην κοινότητά σας","Tabúes, estigmas y acceso en tu comunidad"
str_325,"• Is mental health a taboo in your community? If so, why?","• Είναι η ψυχική υγεία ταμπού στην κοινότητά σας; Αν ναι, γιατί;","• ¿Es la salud mental un tabú en tu comunidad? Si es así, ¿por qué?"
str_326,• Is it easy to access mental health treatment in your community?,• Είναι εύκολη η πρόσβαση σε θεραπεία ψυχικής υγείας στην κοινότητά σας;,• ¿Es fácil acceder a tratamiento de salud mental en tu comunidad?
str_327,• Are there stigmas about mental health problems in your community?,• Υπάρχουν στίγματα σχετικά με τα προβλήματα ψυχικής υγείας στην κοινότητά σας;,• ¿Existen estigmas sobre los problemas de salud mental en tu comunidad?
str_328,How community views affect personal openness,Πώς οι απόψεις της κοινότητας επηρεάζουν την προσωπική ανοιχτότητα,Cómo las opiniones de la comunidad afectan la apertura personal
str_329,• Does the way mental health issues are seen in your community affect how you talk about mental health?,• Ο τρόπος με τον οποίο αντιμετωπίζονται τα ζητήματα ψυχικής υγείας στην κοινότητά σας επηρεάζει τον τρόπο που μιλάτε για την ψυχική υγεία;,• ¿La forma en que se ven los problemas de salud mental en tu comunidad afecta a cómo hablas sobre la salud mental?
str_330,• Do you feel comfortable talking about mental health with your friends and/or peers?,• Νιώθετε άνετα να μιλάτε για την ψυχική υγεία με τους φίλους ή/και τους συνομηλίκους σας;,• ¿Te sientes cómodo hablando sobre salud mental con tus amigos y/o compañeros?
str_331,Social Impact Project Lifecycle,Κύκλος Ζωής Έργου Κοινωνικού Αντίκτυπου,Ciclo de vida del Proyecto de Impacto Social
str_332,for key questions and tips,για βασικές ερωτήσεις και συμβουλές,para preguntas clave y consejos
str_333,Click each phase,Κάντε κλικ σε κάθε φάση,Haz clic en cada fase
str_334,Start,Ξεκίνα ,Comienzo
str_335,"Define the project structure: main objective, target group, resources needed and team. This crucial phase sets the foundation.","Ορίστε τη δομή του έργου: κύριος στόχος, ομάδα-στόχος, απαιτούμενοι πόροι και ομάδα. Αυτή η κρίσιμη φάση θέτει τα θεμέλια.","Define la estructura del proyecto: objetivo principal, grupo objetivo, recursos necesarios y equipo. Esta fase crucial sienta las bases."
str_336,Identify community needs → Determine your overall objective and SMART objectives → Clarify budget and time constraints → Establish your team and define roles → Determine when and how community partners will be involved → Contact reference people in your community.,Προσδιορισμός των αναγκών της κοινότητας → Καθορισμός του συνολικού σας στόχου και των στόχων SMART → Διευκρίνιση των περιορισμών στον προϋπολογισμό και τους χρονικούς περιορισμούς → Συγκρότηση της ομάδας σας και καθορισμός ρόλων → Προσδιορισμός του πότε και του τρόπου με τον οποίο θα εμπλακούν οι εταίροι της κοινότητας → Επικοινωνία με άτομα αναφοράς στην κοινότητά σας.,Identificar las necesidades de la comunidad → Determinar tu objetivo general y los objetivos SMART → Aclarar las limitaciones de presupuesto y tiempo → Establecer tu equipo y definir roles → Determinar cuándo y cómo los socios comunitarios participarán → Contactar con las personas de referencia de tu comunidad.
str_337,Key steps:,Βασικά βήματα:,Pasos clave:
str_338,Planning,Σχεδίαση,Planificación
str_339,"Define the steps and actions to achieve your SIP objectives — the ""HOW"". Establish tasks, milestones, resources, materials and permissions needed.","Ορίστε τα βήματα και τις ενέργειες για την επίτευξη των στόχων SIP σας — το ""ΠΩΣ"". Καθορίστε εργασίες, ορόσημα, πόρους, υλικά και άδειες που απαιτούνται.","Define los pasos y acciones para alcanzar tus objetivos SIP — el ""CÓMO"". Establece tareas, hitos, recursos, materiales y permisos necesarios."
str_340,Decide on milestones → Define tasks and actions → Create a calendar for task assignment → Define your communication strategy to reach other community partners → Identify potential risks and ways to overcome them.,Αποφασίστε για τα ορόσημα → Ορίστε εργασίες και ενέργειες → Δημιουργήστε ένα ημερολόγιο για την ανάθεση εργασιών → Ορίστε τη στρατηγική επικοινωνίας σας για να προσεγγίσετε άλλους εταίρους της κοινότητας → Προσδιορίστε πιθανούς κινδύνους και τρόπους για την αντιμετώπισή τους.,Decide los hitos → Define tareas y acciones → Crea un calendario para asignar tareas → Define tu estrategia de comunicación para llegar a otros socios comunitarios → Identifica los riesgos potenciales y formas de superarlos.
str_341,Implementation,Εκτέλεση,Implementación
str_342,The key moment — putting the plan into action and keeping the team on track. Monitor progress and adapt as needed.,Η κρίσιμη στιγμή — η εφαρμογή του σχεδίου και η διατήρηση της ομάδας σε καλό δρόμο. Παρακολούθηση της προόδου και προσαρμογή ανάλογα με τις ανάγκες.,El momento clave: poner el plan en marcha y mantener al equipo en el buen camino. Supervisa el progreso y adapta según sea necesario.
str_343,Take an active role in the realisation of project activities → Keep team members motivated in their tasks → Communicate with partners to inform them about project progress → Monitor progress and challenges encountered → Face risks as they appear → Listen to suggestions and comments from your community.,Αναλάβετε ενεργό ρόλο στην υλοποίηση των δραστηριοτήτων του έργου → Διατηρήστε το κίνητρο των μελών της ομάδας στα καθήκοντά τους → Επικοινωνήστε με τους εταίρους για να τους ενημερώσετε σχετικά με την πρόοδο του έργου → Παρακολουθήστε την πρόοδο και τις προκλήσεις που αντιμετωπίζουν → Αντιμετωπίστε τους κινδύνους μόλις εμφανιστούν → Ακούστε προτάσεις και σχόλια από την κοινότητά σας.,Participa activamente en la realización de las actividades del proyecto → Mantén motivados a los miembros del equipo en sus tareas → Comunica con los socios para informarles sobre el progreso del proyecto → Supervisa el progreso y los desafíos encontrados → Afronta los riesgos que aparecen → Escucha sugerencias y comentarios de tu comunidad.
str_344,Conclusion,Συμπέρασμα,Conclusión
str_345,"Finalise activities, evaluate impact, identify areas for improvement and celebrate with your team.","Ολοκληρώστε τις δραστηριότητες, αξιολογήστε τον αντίκτυπο, εντοπίστε τομείς που χρήζουν βελτίωσης και γιορτάστε με την ομάδα σας.","Finaliza actividades, evalúa el impacto, identifica áreas de mejora y celebra con tu equipo."
